"","gene_id","source","gene_version","gene_name","gene_biotype","phase"
"ENSMUSG00000001524","ENSMUSG00000001524","ensembl_havana","14","Gtf2h4","protein_coding",NA
"ENSMUSG00000001525","ENSMUSG00000001525","ensembl_havana","10","Tubb5","protein_coding",NA
"ENSMUSG00000001542","ENSMUSG00000001542","ensembl","6","Ell2","protein_coding",NA
"ENSMUSG00000001552","ENSMUSG00000001552","ensembl_havana","14","Jup","protein_coding",NA
"ENSMUSG00000001555","ENSMUSG00000001555","ensembl_havana","10","Fkbp10","protein_coding",NA
"ENSMUSG00000001558","ENSMUSG00000001558","ensembl_havana","5","Klhl10","protein_coding",NA
"ENSMUSG00000001566","ENSMUSG00000001566","ensembl_havana","9","Mnx1","protein_coding",NA
"ENSMUSG00000001569","ENSMUSG00000001569","ensembl_havana","10","Nom1","protein_coding",NA
"ENSMUSG00000001576","ENSMUSG00000001576","ensembl_havana","14","Ergic1","protein_coding",NA
"ENSMUSG00000001583","ENSMUSG00000001583","ensembl_havana","13","Tnk1","protein_coding",NA
"ENSMUSG00000001588","ENSMUSG00000001588","ensembl_havana","12","Acap1","protein_coding",NA
"ENSMUSG00000001604","ENSMUSG00000001604","ensembl_havana","14","Tcea3","protein_coding",NA
"ENSMUSG00000001622","ENSMUSG00000001622","ensembl_havana","15","Csn3","protein_coding",NA
"ENSMUSG00000001627","ENSMUSG00000001627","ensembl_havana","11","Ifrd1","protein_coding",NA
"ENSMUSG00000001630","ENSMUSG00000001630","ensembl_havana","13","Stk38l","protein_coding",NA
"ENSMUSG00000001632","ENSMUSG00000001632","ensembl_havana","16","Brpf1","protein_coding",NA
"ENSMUSG00000001642","ENSMUSG00000001642","ensembl_havana","18","Akr1b3","protein_coding",NA
"ENSMUSG00000001655","ENSMUSG00000001655","ensembl_havana","6","Hoxc13","protein_coding",NA
"ENSMUSG00000001656","ENSMUSG00000001656","ensembl_havana","3","Hoxc11","protein_coding",NA
"ENSMUSG00000001657","ENSMUSG00000001657","ensembl_havana","7","Hoxc8","protein_coding",NA
"ENSMUSG00000001661","ENSMUSG00000001661","ensembl_havana","5","Hoxc6","protein_coding",NA
"ENSMUSG00000001663","ENSMUSG00000001663","ensembl_havana","10","Gstt1","protein_coding",NA
"ENSMUSG00000001665","ENSMUSG00000001665","ensembl_havana","10","Gstt3","protein_coding",NA
"ENSMUSG00000001666","ENSMUSG00000001666","ensembl_havana","8","Ddt","protein_coding",NA
"ENSMUSG00000001670","ENSMUSG00000001670","ensembl_havana","13","Tat","protein_coding",NA
"ENSMUSG00000001672","ENSMUSG00000001672","ensembl_havana","14","Marveld3","protein_coding",NA
"ENSMUSG00000001674","ENSMUSG00000001674","ensembl_havana","11","Ddx18","protein_coding",NA
"ENSMUSG00000001687","ENSMUSG00000001687","ensembl_havana","15","Ubl3","protein_coding",NA
"ENSMUSG00000001700","ENSMUSG00000001700","ensembl","9","Gramd3","protein_coding",NA
"ENSMUSG00000001707","ENSMUSG00000001707","ensembl","7","Eef1e1","protein_coding",NA
"ENSMUSG00000001729","ENSMUSG00000001729","ensembl_havana","14","Akt1","protein_coding",NA
"ENSMUSG00000001739","ENSMUSG00000001739","ensembl_havana","14","Cldn15","protein_coding",NA
"ENSMUSG00000001741","ENSMUSG00000001741","ensembl_havana","12","Il16","protein_coding",NA
"ENSMUSG00000001750","ENSMUSG00000001750","ensembl_havana","15","Tcirg1","protein_coding",NA
"ENSMUSG00000001751","ENSMUSG00000001751","ensembl_havana","9","Naglu","protein_coding",NA
"ENSMUSG00000001755","ENSMUSG00000001755","ensembl_havana","12","Coasy","protein_coding",NA
"ENSMUSG00000001761","ENSMUSG00000001761","ensembl_havana","7","Smo","protein_coding",NA
"ENSMUSG00000001763","ENSMUSG00000001763","ensembl_havana","14","Tspan33","protein_coding",NA
"ENSMUSG00000001767","ENSMUSG00000001767","ensembl_havana","5","Crnkl1","protein_coding",NA
"ENSMUSG00000001768","ENSMUSG00000001768","ensembl_havana","15","Rin2","protein_coding",NA
"ENSMUSG00000001773","ENSMUSG00000001773","ensembl_havana","14","Folh1","protein_coding",NA
"ENSMUSG00000001774","ENSMUSG00000001774","ensembl","7","Chordc1","protein_coding",NA
"ENSMUSG00000001783","ENSMUSG00000001783","ensembl_havana","3","Rtcb","protein_coding",NA
"ENSMUSG00000001785","ENSMUSG00000001785","ensembl_havana","11","Pwp1","protein_coding",NA
"ENSMUSG00000001786","ENSMUSG00000001786","ensembl_havana","14","Fbxo7","protein_coding",NA
"ENSMUSG00000001794","ENSMUSG00000001794","ensembl_havana","13","Capns1","protein_coding",NA
"ENSMUSG00000001802","ENSMUSG00000001802","ensembl_havana","16","Lrp3","protein_coding",NA
"ENSMUSG00000001804","ENSMUSG00000001804","ensembl_havana","9","Dsg4","protein_coding",NA
"ENSMUSG00000001815","ENSMUSG00000001815","ensembl_havana","15","Evx2","protein_coding",NA
"ENSMUSG00000001819","ENSMUSG00000001819","ensembl_havana","4","Hoxd13","protein_coding",NA
"ENSMUSG00000001823","ENSMUSG00000001823","ensembl_havana","5","Hoxd12","protein_coding",NA
"ENSMUSG00000001827","ENSMUSG00000001827","ensembl_havana","11","Folr1","protein_coding",NA
"ENSMUSG00000001829","ENSMUSG00000001829","ensembl_havana","16","Clpb","protein_coding",NA
"ENSMUSG00000001833","ENSMUSG00000001833","ensembl","16","Sept7","protein_coding",NA
"ENSMUSG00000001844","ENSMUSG00000001844","ensembl_havana","10","Zdhhc4","protein_coding",NA
"ENSMUSG00000001847","ENSMUSG00000001847","ensembl_havana","14","Rac1","protein_coding",NA
"ENSMUSG00000001855","ENSMUSG00000001855","ensembl_havana","15","Nup214","protein_coding",NA
"ENSMUSG00000001864","ENSMUSG00000001864","ensembl_havana","13","Aif1l","protein_coding",NA
"ENSMUSG00000001865","ENSMUSG00000001865","ensembl_havana","2","Cpa3","protein_coding",NA
"ENSMUSG00000001870","ENSMUSG00000001870","ensembl_havana","15","Ltbp1","protein_coding",NA
"ENSMUSG00000001891","ENSMUSG00000001891","ensembl_havana","16","Ugp2","protein_coding",NA
"ENSMUSG00000001901","ENSMUSG00000001901","ensembl_havana","15","Kcnh6","protein_coding",NA
"ENSMUSG00000001909","ENSMUSG00000001909","ensembl_havana","15","Trmt1","protein_coding",NA
"ENSMUSG00000001910","ENSMUSG00000001910","ensembl","4","Nacc1","protein_coding",NA
"ENSMUSG00000001911","ENSMUSG00000001911","ensembl_havana","16","Nfix","protein_coding",NA
"ENSMUSG00000001918","ENSMUSG00000001918","ensembl_havana","17","Slc1a5","protein_coding",NA
"ENSMUSG00000001924","ENSMUSG00000001924","ensembl_havana","15","Uba1","protein_coding",NA
"ENSMUSG00000001930","ENSMUSG00000001930","ensembl_havana","17","Vwf","protein_coding",NA
"ENSMUSG00000001942","ENSMUSG00000001942","ensembl_havana","7","Siae","protein_coding",NA
"ENSMUSG00000001943","ENSMUSG00000001943","ensembl","7","Vsig2","protein_coding",NA
"ENSMUSG00000001946","ENSMUSG00000001946","ensembl_havana","13","Esam","protein_coding",NA
"ENSMUSG00000001948","ENSMUSG00000001948","ensembl","9","Spa17","protein_coding",NA
"ENSMUSG00000001962","ENSMUSG00000001962","ensembl_havana","8","Fam50a","protein_coding",NA
"ENSMUSG00000001964","ENSMUSG00000001964","ensembl_havana","14","Emd","protein_coding",NA
"ENSMUSG00000001983","ENSMUSG00000001983","ensembl_havana","7","Taco1","protein_coding",NA
"ENSMUSG00000001985","ENSMUSG00000001985","ensembl_havana","9","Grik3","protein_coding",NA
"ENSMUSG00000001986","ENSMUSG00000001986","ensembl_havana","16","Gria3","protein_coding",NA
"ENSMUSG00000001988","ENSMUSG00000001988","ensembl","8","Npas1","protein_coding",NA
"ENSMUSG00000001995","ENSMUSG00000001995","ensembl","8","Sipa1l2","protein_coding",NA
"ENSMUSG00000001998","ENSMUSG00000001998","ensembl_havana","15","Ap4e1","protein_coding",NA
"ENSMUSG00000001999","ENSMUSG00000001999","ensembl_havana","15","Blvra","protein_coding",NA
"ENSMUSG00000002006","ENSMUSG00000002006","ensembl_havana","12","Pdzd4","protein_coding",NA
"ENSMUSG00000002007","ENSMUSG00000002007","ensembl_havana","5","Srpk3","protein_coding",NA
"ENSMUSG00000002010","ENSMUSG00000002010","ensembl_havana","17","Idh3g","protein_coding",NA
"ENSMUSG00000002012","ENSMUSG00000002012","ensembl_havana","13","Pnck","protein_coding",NA
"ENSMUSG00000002014","ENSMUSG00000002014","ensembl_havana","12","Ssr4","protein_coding",NA
"ENSMUSG00000002015","ENSMUSG00000002015","ensembl_havana","5","Bcap31","protein_coding",NA
"ENSMUSG00000002017","ENSMUSG00000002017","ensembl_havana","9","Fam98a","protein_coding",NA
"ENSMUSG00000002020","ENSMUSG00000002020","ensembl_havana","15","Ltbp2","protein_coding",NA
"ENSMUSG00000002028","ENSMUSG00000002028","ensembl_havana","12","Kmt2a","protein_coding",NA
"ENSMUSG00000002031","ENSMUSG00000002031","ensembl_havana","11","Ift46","protein_coding",NA
"ENSMUSG00000002032","ENSMUSG00000002032","ensembl_havana","16","Tmem25","protein_coding",NA
"ENSMUSG00000002033","ENSMUSG00000002033","ensembl_havana","13","Cd3g","protein_coding",NA
"ENSMUSG00000002043","ENSMUSG00000002043","ensembl_havana","17","Trappc6a","protein_coding",NA
"ENSMUSG00000002052","ENSMUSG00000002052","ensembl_havana","6","Supt6","protein_coding",NA
"ENSMUSG00000002055","ENSMUSG00000002055","ensembl_havana","9","Spag5","protein_coding",NA
"ENSMUSG00000002057","ENSMUSG00000002057","ensembl_havana","4","Foxn1","protein_coding",NA
"ENSMUSG00000002058","ENSMUSG00000002058","ensembl_havana","13","Unc119","protein_coding",NA
"ENSMUSG00000002059","ENSMUSG00000002059","ensembl_havana","18","Rab34","protein_coding",NA
"ENSMUSG00000002064","ENSMUSG00000002064","ensembl_havana","10","Sdf2","protein_coding",NA
"ENSMUSG00000002068","ENSMUSG00000002068","ensembl_havana","16","Ccne1","protein_coding",NA
"ENSMUSG00000002076","ENSMUSG00000002076","ensembl_havana","11","Hsf2bp","protein_coding",NA
"ENSMUSG00000002083","ENSMUSG00000002083","ensembl_havana","12","Bbc3","protein_coding",NA
"ENSMUSG00000002100","ENSMUSG00000002100","ensembl_havana","15","Mybpc3","protein_coding",NA
"ENSMUSG00000002102","ENSMUSG00000002102","ensembl_havana","15","Psmc3","protein_coding",NA
"ENSMUSG00000002103","ENSMUSG00000002103","ensembl_havana","15","Acp2","protein_coding",NA
"ENSMUSG00000002104","ENSMUSG00000002104","ensembl_havana","11","Rapsn","protein_coding",NA
"ENSMUSG00000002105","ENSMUSG00000002105","ensembl_havana","15","Slc39a13","protein_coding",NA
"ENSMUSG00000002107","ENSMUSG00000002107","ensembl_havana","18","Celf2","protein_coding",NA
"ENSMUSG00000002108","ENSMUSG00000002108","ensembl_havana","10","Nr1h3","protein_coding",NA
"ENSMUSG00000002109","ENSMUSG00000002109","ensembl_havana","14","Ddb2","protein_coding",NA
"ENSMUSG00000002111","ENSMUSG00000002111","ensembl_havana","8","Spi1","protein_coding",NA
"ENSMUSG00000002129","ENSMUSG00000002129","ensembl_havana","11","Sf3a1","protein_coding",NA
"ENSMUSG00000002147","ENSMUSG00000002147","ensembl_havana","18","Stat6","protein_coding",NA
"ENSMUSG00000002190","ENSMUSG00000002190","ensembl_havana","13","Clgn","protein_coding",NA
"ENSMUSG00000002204","ENSMUSG00000002204","ensembl_havana","9","Napsa","protein_coding",NA
"ENSMUSG00000002205","ENSMUSG00000002205","ensembl_havana","16","Vrk3","protein_coding",NA
"ENSMUSG00000002210","ENSMUSG00000002210","ensembl_havana","11","Smg9","protein_coding",NA
"ENSMUSG00000002221","ENSMUSG00000002221","ensembl_havana","11","Paxip1","protein_coding",NA
"ENSMUSG00000002222","ENSMUSG00000002222","ensembl_havana","14","Rmnd5a","protein_coding",NA
"ENSMUSG00000002227","ENSMUSG00000002227","ensembl_havana","15","Mov10","protein_coding",NA
"ENSMUSG00000002228","ENSMUSG00000002228","ensembl_havana","7","Ppm1j","protein_coding",NA
"ENSMUSG00000002233","ENSMUSG00000002233","ensembl_havana","13","Rhoc","protein_coding",NA
"ENSMUSG00000002240","ENSMUSG00000002240","ensembl_havana","12","Prr27","protein_coding",NA
"ENSMUSG00000002249","ENSMUSG00000002249","ensembl_havana","17","Tead3","protein_coding",NA
"ENSMUSG00000002250","ENSMUSG00000002250","ensembl_havana","15","Ppard","protein_coding",NA
"ENSMUSG00000002257","ENSMUSG00000002257","ensembl_havana","7","Def6","protein_coding",NA
"ENSMUSG00000002265","ENSMUSG00000002265","ensembl_havana","16","Peg3","protein_coding",NA
"ENSMUSG00000002266","ENSMUSG00000002266","ensembl_havana","16","Zim1","protein_coding",NA
"ENSMUSG00000002274","ENSMUSG00000002274","ensembl","12","Metrn","protein_coding",NA
"ENSMUSG00000002279","ENSMUSG00000002279","ensembl_havana","18","Lmf1","protein_coding",NA
"ENSMUSG00000002280","ENSMUSG00000002280","ensembl_havana","10","Narfl","protein_coding",NA
"ENSMUSG00000002289","ENSMUSG00000002289","ensembl_havana","15","Angptl4","protein_coding",NA
"ENSMUSG00000002297","ENSMUSG00000002297","ensembl_havana","15","Dbf4","protein_coding",NA
"ENSMUSG00000002307","ENSMUSG00000002307","ensembl_havana","15","Daxx","protein_coding",NA
"ENSMUSG00000002308","ENSMUSG00000002308","ensembl_havana","15","Cd320","protein_coding",NA
"ENSMUSG00000002319","ENSMUSG00000002319","ensembl_havana","15","Ipo4","protein_coding",NA
"ENSMUSG00000002320","ENSMUSG00000002320","ensembl_havana","15","Tm9sf1","protein_coding",NA
"ENSMUSG00000002324","ENSMUSG00000002324","ensembl_havana","7","Rec8","protein_coding",NA
"ENSMUSG00000002325","ENSMUSG00000002325","ensembl_havana","14","Irf9","protein_coding",NA
"ENSMUSG00000002326","ENSMUSG00000002326","ensembl","5","Gmpr2","protein_coding",NA
"ENSMUSG00000002329","ENSMUSG00000002329","ensembl","6","Mdp1","protein_coding",NA
"ENSMUSG00000002332","ENSMUSG00000002332","ensembl_havana","15","Dhrs1","protein_coding",NA
"ENSMUSG00000002341","ENSMUSG00000002341","ensembl_havana","8","Ncan","protein_coding",NA
"ENSMUSG00000002342","ENSMUSG00000002342","ensembl_havana","17","Tmem161a","protein_coding",NA
"ENSMUSG00000002343","ENSMUSG00000002343","ensembl_havana","11","Armc6","protein_coding",NA
"ENSMUSG00000002345","ENSMUSG00000002345","ensembl_havana","17","Borcs8","protein_coding",NA
"ENSMUSG00000002346","ENSMUSG00000002346","ensembl_havana","16","Slc25a42","protein_coding",NA
"ENSMUSG00000002365","ENSMUSG00000002365","ensembl","9","Snx9","protein_coding",NA
"ENSMUSG00000002372","ENSMUSG00000002372","ensembl","8","Ranbp3","protein_coding",NA
"ENSMUSG00000002379","ENSMUSG00000002379","ensembl","6","Ndufa11","protein_coding",NA
"ENSMUSG00000002384","ENSMUSG00000002384","ensembl_havana","2","Bmp8b","protein_coding",NA
"ENSMUSG00000002393","ENSMUSG00000002393","ensembl_havana","14","Nr2f6","protein_coding",NA
"ENSMUSG00000002395","ENSMUSG00000002395","ensembl_havana","14","Use1","protein_coding",NA
"ENSMUSG00000002396","ENSMUSG00000002396","ensembl_havana","8","Ocel1","protein_coding",NA
"ENSMUSG00000002409","ENSMUSG00000002409","ensembl_havana","18","Dyrk1b","protein_coding",NA
"ENSMUSG00000002413","ENSMUSG00000002413","ensembl_havana","15","Braf","protein_coding",NA
"ENSMUSG00000002416","ENSMUSG00000002416","ensembl_havana","13","Ndufb2","protein_coding",NA
"ENSMUSG00000002428","ENSMUSG00000002428","ensembl_havana","12","Hltf","protein_coding",NA
"ENSMUSG00000002455","ENSMUSG00000002455","ensembl_havana","14","Prpf6","protein_coding",NA
"ENSMUSG00000002458","ENSMUSG00000002458","ensembl_havana","13","Rgs19","protein_coding",NA
"ENSMUSG00000002459","ENSMUSG00000002459","ensembl_havana","17","Rgs20","protein_coding",NA
"ENSMUSG00000002475","ENSMUSG00000002475","ensembl_havana","15","Abhd3","protein_coding",NA
"ENSMUSG00000002477","ENSMUSG00000002477","ensembl","4","Snrpd1","protein_coding",NA
"ENSMUSG00000002486","ENSMUSG00000002486","ensembl_havana","15","Tchp","protein_coding",NA
"ENSMUSG00000002489","ENSMUSG00000002489","ensembl_havana","15","Tiam1","protein_coding",NA
"ENSMUSG00000002496","ENSMUSG00000002496","ensembl","9","Tsc2","protein_coding",NA
"ENSMUSG00000002500","ENSMUSG00000002500","ensembl_havana","15","Rpl3l","protein_coding",NA
"ENSMUSG00000002504","ENSMUSG00000002504","ensembl","14","Slc9a3r2","protein_coding",NA
"ENSMUSG00000002524","ENSMUSG00000002524","ensembl","15","Puf60","protein_coding",NA
"ENSMUSG00000002546","ENSMUSG00000002546","ensembl_havana","16","Golga2","protein_coding",NA
"ENSMUSG00000002550","ENSMUSG00000002550","ensembl_havana","16","Uck1","protein_coding",NA
"ENSMUSG00000002565","ENSMUSG00000002565","ensembl_havana","16","Scin","protein_coding",NA
"ENSMUSG00000002578","ENSMUSG00000002578","ensembl_havana","15","Ikzf4","protein_coding",NA
"ENSMUSG00000002580","ENSMUSG00000002580","ensembl_havana","7","Mien1","protein_coding",NA
"ENSMUSG00000002588","ENSMUSG00000002588","ensembl_havana","12","Pon1","protein_coding",NA
"ENSMUSG00000002602","ENSMUSG00000002602","ensembl_havana","16","Axl","protein_coding",NA
"ENSMUSG00000002603","ENSMUSG00000002603","ensembl_havana","15","Tgfb1","protein_coding",NA
"ENSMUSG00000002608","ENSMUSG00000002608","ensembl_havana","8","Ccdc97","protein_coding",NA
"ENSMUSG00000002617","ENSMUSG00000002617","ensembl_havana","14","Zfp40","protein_coding",NA
"ENSMUSG00000002625","ENSMUSG00000002625","ensembl","9","Akap8l","protein_coding",NA
"ENSMUSG00000002633","ENSMUSG00000002633","ensembl_havana","4","Shh","protein_coding",NA
"ENSMUSG00000002635","ENSMUSG00000002635","ensembl_havana","11","Pdcd2l","protein_coding",NA
"ENSMUSG00000002658","ENSMUSG00000002658","ensembl","9","Gtf2f1","protein_coding",NA
"ENSMUSG00000002660","ENSMUSG00000002660","ensembl","7","Clpp","protein_coding",NA
"ENSMUSG00000002661","ENSMUSG00000002661","ensembl_havana","14","Alkbh7","protein_coding",NA
"ENSMUSG00000002664","ENSMUSG00000002664","ensembl_havana","2","Pspn","protein_coding",NA
"ENSMUSG00000002668","ENSMUSG00000002668","ensembl","7","Dennd1c","protein_coding",NA
"ENSMUSG00000002679","ENSMUSG00000002679","ensembl_havana","14","Med6","protein_coding",NA
"ENSMUSG00000002688","ENSMUSG00000002688","ensembl","7","Prkd1","protein_coding",NA
"ENSMUSG00000002699","ENSMUSG00000002699","ensembl_havana","13","Lcp2","protein_coding",NA
"ENSMUSG00000002718","ENSMUSG00000002718","ensembl_havana","14","Cse1l","protein_coding",NA
"ENSMUSG00000002728","ENSMUSG00000002728","ensembl_havana","14","Naa20","protein_coding",NA
"ENSMUSG00000002731","ENSMUSG00000002731","ensembl_havana","6","Prkra","protein_coding",NA
"ENSMUSG00000002732","ENSMUSG00000002732","ensembl_havana","14","Fkbp7","protein_coding",NA
"ENSMUSG00000002733","ENSMUSG00000002733","ensembl_havana","8","Plekha3","protein_coding",NA
"ENSMUSG00000002741","ENSMUSG00000002741","ensembl_havana","9","Ykt6","protein_coding",NA
"ENSMUSG00000002748","ENSMUSG00000002748","ensembl_havana","7","Baz1b","protein_coding",NA
"ENSMUSG00000002763","ENSMUSG00000002763","ensembl_havana","16","Pex6","protein_coding",NA
"ENSMUSG00000002767","ENSMUSG00000002767","ensembl_havana","13","Mrpl2","protein_coding",NA
"ENSMUSG00000002768","ENSMUSG00000002768","ensembl","7","Mea1","protein_coding",NA
"ENSMUSG00000002769","ENSMUSG00000002769","ensembl_havana","8","Gnmt","protein_coding",NA
"ENSMUSG00000002771","ENSMUSG00000002771","ensembl","11","Grin2d","protein_coding",NA
"ENSMUSG00000002778","ENSMUSG00000002778","ensembl","13","Kdelr1","protein_coding",NA
"ENSMUSG00000002781","ENSMUSG00000002781","ensembl","18","Tmem143","protein_coding",NA
"ENSMUSG00000002791","ENSMUSG00000002791","havana","16","Pdxk-ps","transcribed_unprocessed_pseudogene",NA
"ENSMUSG00000002797","ENSMUSG00000002797","ensembl_havana","9","Ggct","protein_coding",NA
"ENSMUSG00000002799","ENSMUSG00000002799","ensembl","5","Jag2","protein_coding",NA
"ENSMUSG00000002803","ENSMUSG00000002803","ensembl","13","Btbd6","protein_coding",NA
"ENSMUSG00000002804","ENSMUSG00000002804","ensembl","3","Nudt14","protein_coding",NA
"ENSMUSG00000002808","ENSMUSG00000002808","ensembl","6","Epdr1","protein_coding",NA
"ENSMUSG00000002812","ENSMUSG00000002812","ensembl_havana","4","Flii","protein_coding",NA
"ENSMUSG00000002814","ENSMUSG00000002814","ensembl_havana","15","Top3a","protein_coding",NA
"ENSMUSG00000002820","ENSMUSG00000002820","ensembl","5","Atg4d","protein_coding",NA
"ENSMUSG00000002825","ENSMUSG00000002825","ensembl","6","Qtrt1","protein_coding",NA
"ENSMUSG00000002831","ENSMUSG00000002831","ensembl_havana","13","Plin4","protein_coding",NA
"ENSMUSG00000002833","ENSMUSG00000002833","ensembl","10","Hdgfrp2","protein_coding",NA
"ENSMUSG00000002835","ENSMUSG00000002835","ensembl","8","Chaf1a","protein_coding",NA
"ENSMUSG00000002844","ENSMUSG00000002844","ensembl","8","Adprh","protein_coding",NA
"ENSMUSG00000002845","ENSMUSG00000002845","ensembl_havana","14","Tmem39a","protein_coding",NA
"ENSMUSG00000002846","ENSMUSG00000002846","ensembl_havana","9","Timmdc1","protein_coding",NA
"ENSMUSG00000002847","ENSMUSG00000002847","ensembl","6","Pla1a","protein_coding",NA
"ENSMUSG00000002870","ENSMUSG00000002870","ensembl_havana","8","Mcm2","protein_coding",NA
"ENSMUSG00000002871","ENSMUSG00000002871","ensembl_havana","14","Tpra1","protein_coding",NA
